invoice_no,vendor,company_id,base_amount,gst_rate,gst_amount,total_amount,day_of_week,hour,month,is_weekend,is_late_hour,is_round_amount,vendor_transaction_count,vendor_avg_amount,amount_deviation_ratio,gst_mismatch,amount_to_gst_ratio,is_fraud
INV-000194,LegitVendor_016,COMP_012,54391.61,18,9790.49,64182.1,0,20,10,0,1,0,2,40180.9,0.5973,0,5.555,0
INV-000195,SuspiciousVendor_018,COMP_034,7900.07,18,1422.01,6984.69,6,20,8,1,1,0,2,66925.83,0.8956,0,5.5517,1
INV-000196,LegitVendor_067,COMP_021,39676.07,18,7141.69,46817.76,1,20,3,0,1,0,2,37134.97,0.2607,0,5.5548,0
INV-000197,SuspiciousVendor_017,COMP_000,24205.37,18,4356.97,28562.33,5,20,12,1,1,0,4,17756.45,0.6085,0,5.5543,1
INV-000198,SuspiciousVendor_010,COMP_011,150000.0,12,18000.0,19254.46,3,22,9,0,1,1,3,98584.82,0.8047,0,8.3329,1
INV-000199,LegitVendor_012,COMP_003,104651.56,12,12558.19,117209.75,6,20,9,1,1,0,3,103776.79,0.1294,0,8.3327,0
INV-000200,SuspiciousVendor_013,COMP_031,70369.82,12,8444.38,6971.16,3,20,7,0,1,0,3,176842.08,0.9606,0,8.3323,1
INV-000201,LegitVendor_058,COMP_020,3531.12,28,988.71,4519.83,3,20,7,0,1,0,2,8580.9,0.4732,0,3.5678,0
INV-000202,LegitVendor_037,COMP_000,9601.84,18,1728.33,11330.17,2,20,10,0,1,0,6,24551.8,0.5385,0,5.5523,0
INV-000203,SuspiciousVendor_011,COMP_034,127803.95,5,6390.2,134194.15,2,20,1,0,1,0,1,134194.15,0.0,0,19.9969,1
INV-000204,LegitVendor_049,COMP_014,21275.05,18,3829.51,25104.55,0,20,4,0,1,0,2,19768.53,0.2699,0,5.5541,0
INV-000205,SuspiciousVendor_002,COMP_043,7050.2,18,1269.04,7001.46,4,22,9,0,1,0,2,131500.73,0.9468,0,5.5512,1
INV-000206,LegitVendor_010,COMP_001,45587.92,12,5470.55,51058.47,2,20,8,0,1,0,1,51058.47,0.0,0,8.3318,0
INV-000207,LegitVendor_063,COMP_007,427938.75,12,51352.65,479291.4,1,20,11,0,1,0,2,259990.79,0.8435,0,8.3332,0
INV-000208,LegitVendor_040,COMP_044,12148.5,12,1457.82,13606.31,2,20,1,0,1,0,3,102752.79,0.8676,0,8.3276,0
INV-000209,SuspiciousVendor_011,COMP_023,200000.0,18,36000.0,25069.84,6,20,9,1,1,1,2,79631.99,0.6852,0,5.5554,1
INV-000210,LegitVendor_076,COMP_001,17768.56,5,888.43,18656.98,3,20,8,0,1,0,1,18656.98,0.0,0,19.9775,0
INV-000211,LegitVendor_014,COMP_038,9152.18,5,457.61,9609.79,2,20,7,0,1,0,4,50002.79,0.8078,0,19.9564,0
INV-000212,LegitVendor_060,COMP_048,23660.36,18,4258.87,27919.23,6,20,6,1,1,0,2,46035.76,0.3935,0,5.5543,0
INV-000213,LegitVendor_061,COMP_007,10134.25,12,1216.11,11350.36,3,20,7,0,1,0,7,8802.5,0.2894,0,8.3265,0
INV-000214,LegitVendor_079,COMP_006,19516.44,5,975.82,20492.26,4,20,12,0,1,0,2,13085.39,0.566,0,19.9795,0
INV-000215,LegitVendor_011,COMP_041,133023.06,18,23944.15,156967.22,0,20,7,0,1,0,6,74358.88,1.1109,0,5.5553,0
INV-000216,LegitVendor_018,COMP_024,163705.49,18,29466.99,193172.47,4,20,8,0,1,0,3,167584.93,0.1527,0,5.5554,0
INV-000217,LegitVendor_069,COMP_031,17243.03,12,2069.16,19312.19,2,20,3,0,1,0,3,99744.85,0.8064,0,8.3293,0
INV-000218,LegitVendor_058,COMP_031,17841.43,12,2140.97,19982.4,5,20,6,1,1,0,3,12381.4,0.6139,0,8.3294,0
INV-000219,LegitVendor_075,COMP_014,8852.52,18,1593.45,10445.97,6,20,12,1,1,0,5,33839.8,0.6913,0,5.5521,0
INV-000220,LegitVendor_023,COMP_030,5059.79,28,1416.74,6476.54,4,20,1,0,1,0,2,87005.65,0.9256,0,3.5689,0
INV-000221,LegitVendor_050,COMP_023,3799.98,18,684.0,4483.97,5,20,7,1,1,0,4,12118.23,0.6299,0,5.5474,0
INV-000222,LegitVendor_065,COMP_033,17905.21,12,2148.63,20053.84,4,20,11,0,1,0,2,11883.21,0.6875,0,8.3295,0
INV-000223,LegitVendor_017,COMP_011,63601.47,18,11448.27,75049.74,5,20,9,1,1,0,2,47424.65,0.5825,0,5.5551,0
INV-000224,SuspiciousVendor_007,COMP_032,26226.94,28,7343.54,33570.48,6,22,7,1,1,0,2,43381.21,0.2261,0,3.5709,1
INV-000225,LegitVendor_059,COMP_044,9838.44,18,1770.92,11609.35,4,20,7,0,1,0,3,28625.66,0.5944,0,5.5524,0
INV-000226,LegitVendor_001,COMP_038,14257.96,28,3992.23,18250.19,3,20,3,0,1,0,1,18250.19,0.0,0,3.5705,0
INV-000227,LegitVendor_004,COMP_001,5746.79,28,1609.1,7355.89,0,20,5,0,1,0,4,12519.3,0.4124,0,3.5692,0
INV-000228,LegitVendor_009,COMP_046,2203.03,12,264.36,2467.4,4,20,4,0,1,0,4,63222.44,0.961,0,8.3019,0
INV-000229,LegitVendor_000,COMP_011,10003.32,12,1200.4,11203.72,3,20,6,0,1,0,2,20804.98,0.4615,0,8.3264,0
INV-000230,LegitVendor_056,COMP_042,4648.03,18,836.64,5484.67,2,20,8,0,1,0,5,20303.83,0.7298,0,5.5489,0
INV-000231,LegitVendor_036,COMP_046,3586.33,18,645.54,4231.87,6,20,12,1,1,0,2,122341.59,0.9654,0,5.547,0
INV-000232,LegitVendor_078,COMP_043,11852.11,28,3318.59,15170.7,0,20,7,0,1,0,3,42589.97,0.6438,0,3.5704,0
INV-000233,LegitVendor_019,COMP_008,23227.51,5,1161.38,24388.89,1,20,1,0,1,0,2,16301.63,0.4961,0,19.9828,0
INV-000234,LegitVendor_058,COMP_034,27698.27,18,4985.69,32683.96,0,20,12,0,1,0,4,17457.04,0.8722,0,5.5544,0
INV-000235,LegitVendor_042,COMP_019,7529.05,28,2108.13,9637.18,3,20,6,0,1,0,4,24075.78,0.5997,0,3.5697,0
INV-000236,LegitVendor_038,COMP_049,26308.26,12,3156.99,29465.25,4,20,3,0,1,0,3,38580.96,0.2363,0,8.3307,0
INV-000237,SuspiciousVendor_012,COMP_037,4858.83,12,583.06,5441.89,3,20,12,0,1,0,1,5441.89,0.0,0,8.3191,1
INV-000238,LegitVendor_028,COMP_000,57886.02,28,16208.09,74094.11,1,20,11,0,1,0,2,143486.85,0.4836,0,3.5712,0
INV-000239,LegitVendor_016,COMP_042,5101.21,18,918.22,6019.43,5,20,9,1,1,0,3,28793.74,0.7909,0,5.5495,0
INV-000240,LegitVendor_071,COMP_039,83002.92,12,9960.35,92963.28,1,20,11,0,1,0,1,92963.28,0.0,0,8.3325,0
INV-000241,LegitVendor_047,COMP_015,91531.31,18,16475.64,108006.94,4,20,8,0,1,0,5,43503.22,1.4827,0,5.5552,0
INV-000242,LegitVendor_063,COMP_027,20394.77,18,3671.06,24065.83,3,20,8,0,1,0,3,181349.14,0.8673,0,5.554,0
INV-000243,SuspiciousVendor_008,COMP_008,98041.25,18,17647.43,115688.68,1,20,12,0,1,0,3,91538.44,0.2638,0,5.5552,1
INV-000244,LegitVendor_022,COMP_033,15010.9,12,1801.31,16812.21,0,20,11,0,1,0,3,17773.74,0.0541,0,8.3287,0
INV-000245,SuspiciousVendor_014,COMP_006,250000.0,12,30000.0,280000.0,1,20,8,0,1,1,4,87787.33,2.1895,0,8.3331,1
INV-000246,LegitVendor_043,COMP_031,68721.14,5,3436.06,72157.2,6,20,7,1,1,0,1,72157.2,0.0,0,19.9942,0
INV-000247,LegitVendor_077,COMP_034,22100.13,18,3978.02,26078.16,2,20,11,0,1,0,1,26078.16,0.0,0,5.5542,0
INV-000248,LegitVendor_069,COMP_007,153970.39,18,27714.67,181685.06,5,20,6,1,1,0,4,120229.9,0.5111,0,5.5554,0
INV-000249,LegitVendor_047,COMP_024,18398.32,12,2207.8,20606.12,4,20,1,0,1,0,6,39687.03,0.4808,0,8.3296,0
INV-000250,LegitVendor_042,COMP_022,3099.03,5,154.95,3253.99,3,20,10,0,1,0,5,19911.42,0.8365,0,19.8718,0
INV-000251,LegitVendor_014,COMP_015,5302.66,5,265.13,5567.79,2,20,1,0,1,0,5,41115.79,0.8646,0,19.9248,0
INV-000252,LegitVendor_033,COMP_012,138258.29,12,16590.99,154849.28,5,20,11,1,1,0,2,84287.05,0.8372,0,8.3328,0
INV-000253,LegitVendor_026,COMP_047,27333.63,12,3280.04,30613.66,0,20,5,0,1,0,3,25271.3,0.2114,0,8.3308,0
INV-000254,LegitVendor_001,COMP_035,117055.42,12,14046.65,131102.07,3,20,8,0,1,0,2,74676.13,0.7556,0,8.3327,0
INV-000255,LegitVendor_006,COMP_024,32701.59,5,1635.08,34336.67,2,20,11,0,1,0,1,34336.67,0.0,0,19.9878,0
INV-000256,LegitVendor_041,COMP_048,35376.07,12,4245.13,39621.2,2,20,9,0,1,0,4,33585.33,0.1797,0,8.3314,0
INV-000257,LegitVendor_043,COMP_006,38806.91,18,6985.24,45792.15,5,20,5,1,1,0,2,58974.68,0.2235,0,5.5548,0
INV-000258,LegitVendor_008,COMP_020,26031.39,12,3123.77,29155.16,5,20,9,1,1,0,2,76376.64,0.6183,0,8.3307,0
INV-000259,LegitVendor_041,COMP_009,32211.88,12,3865.43,36077.3,1,20,8,0,1,0,5,34083.73,0.0585,0,8.3312,0
INV-000260,LegitVendor_018,COMP_003,134806.4,12,16176.77,150983.17,1,20,7,0,1,0,4,163434.49,0.0762,0,8.3328,0
INV-000261,LegitVendor_018,COMP_009,16419.74,5,820.99,17240.73,0,20,5,0,1,0,5,134195.74,0.8715,0,19.9757,0
INV-000262,LegitVendor_032,COMP_048,5693.01,18,1024.74,6717.75,3,20,6,0,1,0,6,48554.62,0.8616,0,5.5501,0
INV-000263,SuspiciousVendor_014,COMP_021,180117.81,5,9005.89,189123.7,2,22,5,0,1,0,5,108054.61,0.7503,0,19.9978,1
INV-000264,LegitVendor_066,COMP_006,4347.7,12,521.72,4869.43,3,20,9,0,1,0,3,38659.35,0.874,0,8.3174,0
INV-000265,LegitVendor_074,COMP_038,43598.57,12,5231.83,48830.4,3,20,1,0,1,0,2,29846.87,0.636,0,8.3317,0
INV-000266,LegitVendor_035,COMP_045,155449.46,12,18653.94,174103.4,0,20,8,0,1,0,1,174103.4,0.0,0,8.3329,0
INV-000267,LegitVendor_067,COMP_005,8858.67,18,1594.56,10453.23,0,20,1,0,1,0,3,28241.05,0.6298,0,5.5521,0
INV-000268,LegitVendor_007,COMP_026,22928.83,18,4127.19,27056.02,4,20,3,0,1,0,3,17496.15,0.5464,0,5.5542,0
INV-000269,LegitVendor_057,COMP_002,3642.75,28,1019.97,4662.72,3,20,2,0,1,0,2,11875.83,0.6073,0,3.5679,0
INV-000270,LegitVendor_007,COMP_022,4466.8,18,804.02,5270.83,0,20,5,0,1,0,4,14439.82,0.6349,0,5.5487,0
INV-000271,LegitVendor_030,COMP_035,26990.3,5,1349.52,28339.82,1,20,12,0,1,0,2,29402.56,0.0361,0,19.9852,0
INV-000272,SuspiciousVendor_015,COMP_015,7182.68,28,2011.15,9193.83,5,22,6,1,1,0,1,9193.83,0.0,0,3.5697,1
INV-000273,SuspiciousVendor_019,COMP_039,190929.74,5,9546.49,200476.23,5,22,10,1,1,0,2,159238.12,0.259,0,19.9979,1
INV-000274,SuspiciousVendor_015,COMP_031,250000.0,5,12500.0,262500.0,0,20,9,0,1,1,2,135846.92,0.9323,0,19.9984,1
INV-000275,LegitVendor_001,COMP_001,5507.05,18,991.27,6498.32,6,20,2,1,1,0,3,51950.19,0.8749,0,5.55,0
INV-000276,LegitVendor_061,COMP_010,35111.86,28,9831.32,44943.18,3,20,5,0,1,0,8,13320.09,2.3739,0,3.5711,0
INV-000277,LegitVendor_059,COMP_042,438712.43,12,52645.49,491357.92,0,20,7,0,1,0,4,144308.72,2.4049,0,8.3332,0
INV-000278,LegitVendor_041,COMP_011,13012.89,18,2342.32,15355.21,5,20,5,1,1,0,6,30962.31,0.5041,0,5.5532,0
INV-000279,LegitVendor_066,COMP_029,89282.72,12,10713.93,99996.65,3,20,11,0,1,0,4,53993.68,0.852,0,8.3326,0
INV-000280,SuspiciousVendor_002,COMP_013,150000.0,12,18000.0,168000.0,0,20,8,0,1,1,3,143667.15,0.1694,0,8.3329,1
INV-000281,LegitVendor_053,COMP_024,21374.79,18,3847.46,25222.26,1,20,1,0,1,0,5,34404.52,0.2669,0,5.5541,0
INV-000282,LegitVendor_002,COMP_045,58766.05,18,10577.89,69343.94,6,20,9,1,1,0,4,45733.59,0.5162,0,5.555,0
INV-000283,SuspiciousVendor_001,COMP_033,250000.0,18,45000.0,295000.0,6,20,9,1,1,1,3,169700.97,0.7383,0,5.5554,1
INV-000284,LegitVendor_019,COMP_012,52623.61,5,2631.18,55254.79,4,20,5,0,1,0,3,29286.02,0.8867,0,19.9924,0
INV-000285,LegitVendor_059,COMP_042,12698.66,5,634.93,13333.59,6,20,5,1,1,0,5,118113.7,0.8871,0,19.9686,0
INV-000286,LegitVendor_009,COMP_004,26328.33,28,7371.93,33700.27,1,20,11,0,1,0,5,57318.01,0.412,0,3.5709,0
INV-000287,LegitVendor_020,COMP_018,14698.44,18,2645.72,17344.16,3,20,11,0,1,0,2,75487.38,0.7702,0,5.5535,0
INV-000288,SuspiciousVendor_015,COMP_045,8852.43,12,1062.29,295031.14,1,22,2,0,1,0,3,188908.33,0.5618,0,8.3255,1
INV-000289,LegitVendor_062,COMP_037,46690.3,12,5602.84,52293.14,6,20,6,1,1,0,7,48754.45,0.0726,0,8.3318,0
INV-000290,LegitVendor_013,COMP_034,36382.67,12,4365.92,40748.59,5,20,3,1,1,0,5,15791.92,1.5802,0,8.3314,0
INV-000291,LegitVendor_078,COMP_026,19493.2,18,3508.78,23001.98,1,20,5,0,1,0,4,37692.98,0.3897,0,5.554,0
INV-000292,LegitVendor_012,COMP_038,36296.76,5,1814.84,38111.59,0,20,3,0,1,0,4,87360.49,0.5637,0,19.989,0
INV-000293,LegitVendor_035,COMP_036,80131.15,18,14423.61,94554.76,4,20,4,0,1,0,2,134329.08,0.2961,0,5.5552,0
INV-000294,LegitVendor_054,COMP_020,5262.32,12,631.48,5893.8,5,20,6,1,1,0,2,18506.82,0.6815,0,8.3202,0
INV-000295,LegitVendor_051,COMP_017,20991.94,18,3778.55,24770.49,3,20,9,0,1,0,3,20837.68,0.1887,0,5.5541,0
INV-000296,SuspiciousVendor_016,COMP_012,50000.0,18,9000.0,59000.0,0,22,6,0,1,1,4,105899.04,0.4429,0,5.5549,1
INV-000297,SuspiciousVendor_007,COMP_049,1559.98,12,187.2,1747.18,4,22,1,0,1,0,3,29503.2,0.9407,0,8.2891,1
INV-000298,LegitVendor_068,COMP_022,19598.93,18,3527.81,23126.74,0,20,7,0,1,0,3,49756.23,0.5352,0,5.554,0
INV-000299,SuspiciousVendor_010,COMP_012,1554.87,12,186.58,1741.45,6,20,7,1,1,0,4,74373.98,0.9766,0,8.2889,1
INV-000300,LegitVendor_027,COMP_018,27526.96,5,1376.35,28903.3,1,20,9,0,1,0,2,97701.72,0.7042,0,19.9855,0
INV-000301,LegitVendor_007,COMP_004,8454.45,18,1521.8,9976.26,5,20,12,1,1,0,5,13547.11,0.2636,0,5.5519,0
INV-000302,LegitVendor_024,COMP_016,18514.75,12,2221.77,20736.52,3,20,11,0,1,0,4,60639.16,0.658,0,8.3296,0
INV-000303,SuspiciousVendor_003,COMP_049,118637.95,5,5931.9,124569.84,1,20,12,0,1,0,4,209557.31,0.4056,0,19.9966,1
INV-000304,LegitVendor_001,COMP_011,295966.87,18,53274.04,349240.91,0,20,1,0,1,0,4,126272.87,1.7657,0,5.5555,0
INV-000305,LegitVendor_031,COMP_030,14215.05,28,3980.21,18195.27,1,20,3,0,1,0,4,15982.57,0.1384,0,3.5705,0
INV-000306,LegitVendor_058,COMP_008,8046.15,12,965.54,9011.68,5,20,11,1,1,0,5,15767.97,0.4285,0,8.3247,0
INV-000307,LegitVendor_029,COMP_024,20846.54,5,1042.33,21888.86,0,20,3,0,1,0,6,43123.86,0.4924,0,19.9808,0
INV-000308,LegitVendor_031,COMP_020,255654.3,18,46017.77,301672.08,5,20,3,1,1,0,5,73120.47,3.1256,0,5.5554,0
INV-000309,LegitVendor_046,COMP_048,4966.23,28,1390.55,6356.78,6,20,10,1,1,0,3,11511.82,0.4478,0,3.5689,0
INV-000310,LegitVendor_006,COMP_045,45553.73,18,8199.67,53753.4,6,20,5,1,1,0,2,44045.03,0.2204,0,5.5549,0
INV-000311,LegitVendor_021,COMP_010,31364.43,18,5645.6,37010.03,6,20,3,1,1,0,1,37010.03,0.0,0,5.5546,0
INV-000312,SuspiciousVendor_014,COMP_001,4553.98,12,546.48,5100.46,5,22,1,1,1,0,6,90895.58,0.9439,0,8.3181,1
INV-000313,LegitVendor_060,COMP_021,2255.19,18,405.93,2661.12,0,20,11,0,1,0,3,31577.55,0.9157,0,5.5419,0
INV-000314,SuspiciousVendor_011,COMP_028,67349.05,5,3367.45,6306.12,2,20,1,0,1,0,3,55190.03,0.8857,0,19.9941,1
INV-000315,LegitVendor_003,COMP_004,29555.42,18,5319.98,34875.39,4,20,7,0,1,0,3,21223.31,0.6432,0,5.5545,0
INV-000316,LegitVendor_045,COMP_024,17380.16,18,3128.43,20508.59,3,20,3,0,1,0,3,33150.74,0.3813,0,5.5538,0
INV-000317,LegitVendor_012,COMP_001,29060.06,18,5230.81,34290.88,1,20,7,0,1,0,5,76746.57,0.5532,0,5.5545,0
INV-000318,LegitVendor_033,COMP_013,29252.19,12,3510.26,32762.45,4,20,10,0,1,0,3,67112.18,0.5118,0,8.331,0
INV-000319,LegitVendor_055,COMP_030,174967.69,18,31494.18,206461.88,2,20,3,0,1,0,2,107367.05,0.9229,0,5.5554,0
INV-000320,SuspiciousVendor_005,COMP_034,32877.56,5,1643.88,34521.44,1,20,12,0,1,0,5,86367.56,0.6003,0,19.9878,1
INV-000321,SuspiciousVendor_006,COMP_044,26727.96,12,3207.36,20505.91,6,20,10,1,1,0,3,129325.87,0.8414,0,8.3307,1
INV-000322,LegitVendor_030,COMP_029,31701.96,18,5706.35,37408.31,4,20,4,0,1,0,3,32071.14,0.1664,0,5.5546,0
INV-000323,LegitVendor_021,COMP_048,84042.88,18,15127.72,99170.6,5,20,5,1,1,0,2,68090.31,0.4565,0,5.5552,0
INV-000324,LegitVendor_018,COMP_030,10105.97,5,505.3,10611.27,5,20,5,1,1,0,6,113598.33,0.9066,0,19.9605,0
INV-000325,LegitVendor_017,COMP_048,39185.87,18,7053.46,46239.33,6,20,12,1,1,0,3,47029.54,0.0168,0,5.5548,0
INV-000326,LegitVendor_044,COMP_010,4278.88,12,513.47,4792.34,3,20,5,0,1,0,4,44341.42,0.8919,0,8.3171,0
INV-000327,LegitVendor_046,COMP_003,31714.73,28,8880.12,40594.85,1,20,4,0,1,0,4,18782.58,1.1612,0,3.571,0
INV-000328,SuspiciousVendor_016,COMP_002,7592.85,12,911.14,8504.0,3,20,11,0,1,0,5,86420.03,0.9016,0,8.3242,1
INV-000329,LegitVendor_045,COMP_018,14149.06,18,2546.83,16695.9,4,20,8,0,1,0,4,29037.03,0.425,0,5.5534,0
INV-000330,LegitVendor_069,COMP_009,35672.15,5,1783.61,37455.76,4,20,7,0,1,0,5,103675.07,0.6387,0,19.9888,0
INV-000331,LegitVendor_034,COMP_038,15850.02,28,4438.01,20288.02,0,20,6,0,1,0,2,63184.03,0.6789,0,3.5706,0
INV-000332,LegitVendor_029,COMP_024,6639.72,5,331.99,6971.7,3,20,10,0,1,0,7,37959.27,0.8163,0,19.9399,0
INV-000333,LegitVendor_034,COMP_021,6105.22,18,1098.94,7204.16,0,20,3,0,1,0,3,44524.07,0.8382,0,5.5505,0
INV-000334,SuspiciousVendor_012,COMP_005,200000.0,18,36000.0,236000.0,6,20,3,1,1,1,2,120720.95,0.9549,0,5.5554,1
INV-000335,LegitVendor_006,COMP_049,2156.36,18,388.15,2544.51,3,20,8,0,1,0,3,30211.52,0.9157,0,5.5413,0
INV-000336,LegitVendor_074,COMP_017,88587.81,18,15945.81,104533.61,2,20,5,0,1,0,3,54742.45,0.9095,0,5.5552,0
INV-000337,LegitVendor_057,COMP_013,14012.47,12,1681.5,15693.97,3,20,10,0,1,0,3,13148.54,0.1936,0,8.3284,0
INV-000338,LegitVendor_036,COMP_002,38550.18,18,6939.03,45489.21,6,20,12,1,1,0,3,96724.13,0.5297,0,5.5548,0
INV-000339,SuspiciousVendor_003,COMP_040,56757.2,18,10216.3,235980.8,5,20,11,1,1,0,5,214842.01,0.0984,0,5.555,1
INV-000340,SuspiciousVendor_016,COMP_042,136896.38,12,16427.57,153323.95,5,22,10,1,1,0,6,97570.68,0.5714,0,8.3328,1
INV-000341,SuspiciousVendor_015,COMP_001,31169.44,12,3740.33,104504.8,4,20,6,0,1,0,4,167807.45,0.3772,0,8.3311,1
INV-000342,SuspiciousVendor_016,COMP_034,200000.0,18,36000.0,236000.0,6,20,9,1,1,1,7,117346.3,1.0111,0,5.5554,1
INV-000343,LegitVendor_078,COMP_014,12124.72,28,3394.92,15519.64,6,20,3,1,1,0,5,33258.31,0.5333,0,3.5704,0
INV-000344,LegitVendor_025,COMP_039,9641.15,5,482.06,10123.21,0,20,8,0,1,0,1,10123.21,0.0,0,19.9586,0
INV-000345,LegitVendor_041,COMP_002,31523.97,18,5674.31,37198.28,0,20,3,0,1,0,7,31853.16,0.1678,0,5.5546,0
INV-000346,SuspiciousVendor_004,COMP_049,200000.0,18,36000.0,236000.0,2,22,12,0,1,1,3,201757.73,0.1697,0,5.5554,1
INV-000347,LegitVendor_071,COMP_035,8936.07,18,1608.49,10544.56,4,20,8,0,1,0,2,51753.92,0.7962,0,5.5521,0
INV-000348,LegitVendor_041,COMP_014,71617.03,12,8594.04,80211.07,2,20,12,0,1,0,8,37897.9,1.1165,0,8.3324,0
INV-000349,LegitVendor_026,COMP_002,48418.3,5,2420.91,50839.21,1,20,7,0,1,0,4,31663.28,0.6056,0,19.9917,0
INV-000350,SuspiciousVendor_000,COMP_037,14290.01,12,1714.8,37274.76,2,20,10,0,1,0,4,51924.58,0.2821,0,8.3285,1
INV-000351,LegitVendor_015,COMP_011,36618.87,12,4394.26,41013.13,0,20,6,0,1,0,3,54461.45,0.2469,0,8.3314,0
INV-000352,LegitVendor_033,COMP_020,7829.83,18,1409.37,9239.19,2,20,2,0,1,0,4,52643.93,0.8245,0,5.5516,0
INV-000353,LegitVendor_024,COMP_002,34072.81,5,1703.64,35776.46,3,20,5,0,1,0,5,55666.62,0.3573,0,19.9883,0
INV-000354,LegitVendor_008,COMP_004,6582.36,12,789.88,7372.25,2,20,6,0,1,0,3,53375.18,0.8619,0,8.3228,0
INV-000355,LegitVendor_072,COMP_046,86496.07,12,10379.53,96875.6,0,20,3,0,1,0,5,41846.73,1.315,0,8.3325,0
INV-000356,LegitVendor_029,COMP_021,10742.45,28,3007.89,13750.34,6,20,1,1,1,0,8,34933.15,0.6064,0,3.5702,0
INV-000357,LegitVendor_074,COMP_046,157827.19,18,28408.89,186236.08,4,20,1,0,1,0,4,87615.86,1.1256,0,5.5554,0
INV-000358,LegitVendor_010,COMP_021,23052.75,5,1152.64,24205.39,3,20,11,0,1,0,2,37631.93,0.3568,0,19.9827,0
INV-000359,SuspiciousVendor_002,COMP_015,50000.0,18,9000.0,7287.67,0,20,2,0,1,1,4,109572.28,0.9335,0,5.5549,1
INV-000360,LegitVendor_024,COMP_002,25916.98,12,3110.04,29027.01,1,20,12,0,1,0,6,51226.68,0.4334,0,8.3307,0
INV-000361,SuspiciousVendor_013,COMP_020,166896.27,5,8344.81,175241.08,1,20,6,0,1,0,4,176441.83,0.0068,0,19.9976,1
INV-000362,LegitVendor_022,COMP_005,10797.16,12,1295.66,12092.82,3,20,7,0,1,0,4,16353.51,0.2605,0,8.3269,0
INV-000363,LegitVendor_071,COMP_045,29837.59,5,1491.88,31329.47,2,20,4,0,1,0,3,44945.77,0.3029,0,19.9866,0
INV-000364,SuspiciousVendor_007,COMP_019,50000.0,12,6000.0,56000.0,2,20,11,0,1,1,4,36127.4,0.5501,0,8.3319,1
INV-000365,LegitVendor_044,COMP_008,20411.72,18,3674.11,24085.83,5,20,11,1,1,0,5,40290.3,0.4022,0,5.554,0
INV-000366,LegitVendor_018,COMP_008,34226.13,5,1711.31,35937.44,2,20,6,0,1,0,7,102503.91,0.6494,0,19.9883,0
INV-000367,SuspiciousVendor_000,COMP_029,150000.0,5,7500.0,157500.0,1,22,12,0,1,1,5,73039.66,1.1563,0,19.9973,1
INV-000368,SuspiciousVendor_003,COMP_040,500000.0,12,60000.0,560000.0,5,20,2,1,1,1,6,272368.34,1.056,0,8.3332,1
INV-000369,LegitVendor_047,COMP_015,3130.0,18,563.4,3693.39,6,20,5,1,1,0,7,34545.08,0.8931,0,5.5457,0
INV-000370,LegitVendor_068,COMP_020,12148.61,18,2186.75,14335.36,0,20,12,0,1,0,4,40901.01,0.6495,0,5.553,0
INV-000371,LegitVendor_072,COMP_002,11831.31,28,3312.77,15144.08,1,20,12,0,1,0,6,37396.29,0.595,0,3.5704,0
INV-000372,LegitVendor_018,COMP_045,29414.95,5,1470.75,30885.69,5,20,9,1,1,0,8,93551.64,0.6698,0,19.9864,0
INV-000373,LegitVendor_050,COMP_021,157622.38,12,18914.69,176537.06,0,20,9,0,1,0,5,45002.0,2.9228,0,8.3329,0
INV-000374,SuspiciousVendor_003,COMP_006,182260.31,18,32806.86,215067.17,4,20,8,0,1,0,7,264182.46,0.1859,0,5.5554,1
INV-000375,LegitVendor_037,COMP_040,25019.59,28,7005.49,32025.08,0,20,2,0,1,0,7,25619.41,0.25,0,3.5709,0
INV-000376,LegitVendor_064,COMP_018,12538.23,12,1504.59,14042.81,1,20,7,0,1,0,3,56578.99,0.7518,0,8.3278,0
INV-000377,LegitVendor_034,COMP_034,434243.56,18,78163.84,512407.39,4,20,2,0,1,0,4,161494.9,2.1729,0,5.5555,0
INV-000378,SuspiciousVendor_007,COMP_048,20858.23,12,2502.99,23361.22,2,20,9,0,1,0,5,33574.16,0.3042,0,8.33,1
INV-000379,LegitVendor_008,COMP_041,28448.08,5,1422.4,29870.48,2,20,11,0,1,0,4,47499.0,0.3711,0,19.9859,0
INV-000380,LegitVendor_038,COMP_038,8934.15,18,1608.15,10542.3,0,20,4,0,1,0,4,31571.29,0.6661,0,5.5521,0
INV-000381,LegitVendor_045,COMP_018,4216.49,12,505.98,4722.47,0,20,9,0,1,0,5,24174.12,0.8046,0,8.3169,0
INV-000382,LegitVendor_011,COMP_007,2369.44,12,284.33,2653.77,1,20,2,0,1,0,7,64115.29,0.9586,0,8.3041,0
INV-000383,LegitVendor_068,COMP_025,58270.1,5,2913.51,61183.61,2,20,10,0,1,0,5,44957.53,0.3609,0,19.9931,0
INV-000384,LegitVendor_065,COMP_019,41865.11,12,5023.81,46888.93,1,20,12,0,1,0,3,23551.78,0.9908,0,8.3317,0
INV-000385,LegitVendor_018,COMP_035,136718.34,5,6835.92,143554.26,2,20,2,0,1,0,9,99107.48,0.4485,0,19.9971,0
INV-000386,LegitVendor_001,COMP_014,12220.56,18,2199.7,14420.26,5,20,1,1,1,0,5,103902.35,0.8612,0,5.553,0
INV-000387,LegitVendor_076,COMP_001,5603.04,5,280.15,5883.19,3,20,1,0,1,0,2,12270.09,0.5205,0,19.9289,0
